"CVE_ID","SW_NAME","VENDOR","AFFECTED_RANGE","FIXED_VERSION","SEVERITY","CVSS_SCORE","CVSS_VECTOR","PUBLISHED_DATE","MODIFIED_DATE","KEV_YN","SUMMARY","REFERENCE_URL","SOURCE","ECOSYSTEM","COLLECTED_AT"
"CVE-2026-73456","gRPC","gRPC Authors","*","","CRITICAL","10.0","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H","20260916","20260916","N","[버전범위 불명확] gRPC 네트워크 패킷 샘플링 인터페이스(gNPSI)가 활성화된 Arista EOS를 실행하는 영향을 받는 플랫폼의 특정 상황에서 인증되지 않은 gNPSI 클라이언트는 임의 코드 실행을 허용하는 악의적인 요청을 작성하여 공격자에게 손상된 스위치에 대한 전체 관리 제어 권한을 부여할 수 있습니다.","https://www.arista.com/en/support/advisories-notices/security-advisory/24714-security-advisory-0158","NVD","pypi","20260916232425"
"CVE-2026-48746","vLLM","vllm",">=0.3.0,<0.22.0","0.22.0","CRITICAL","9.1","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H","20260622","20260916","N","vLLM은 LLM(대형 언어 모델)을 위한 추론 및 제공 엔진입니다. 0.3.0부터 0.22.0까지 ASGI 웹 서버의 취약점과 해당 웹 서버에 대한 starlette의 신뢰로 인해 OpenAI API AuthenticationMiddleware의 인증 우회가 가능해졌습니다. 구성된 VLLM_API_KEY 또는 --api-key를 제공하지 않고도 API를 사용할 수 있습니다. 이 취약점은 0.22.0에서 수정되었습니다.","https://github.com/vllm-project/vllm/pull/43426","NVD","pypi","20260916232425"
"CVE-2026-73464","gRPC","gRPC Authors","*","","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260916","20260916","N","[버전범위 불명확] gNMI(gRPC 네트워크 관리 인터페이스)가 활성화된 Arista EOS를 실행하는 영향을 받는 플랫폼에서 특별히 제작된 요청을 통해 gNMI(gRPC 네트워크 관리 인터페이스) 액세스 권한이 있는 악의적으로 인증된 클라이언트가 스위치에 대한 루트 권한으로 임의 코드를 실행할 수 있습니다.","https://www.arista.com/en/support/advisories-notices/security-advisory/24722-security-advisory-0166","NVD","pypi","20260916232425"
"CVE-2026-85168","n8n","n8n","<1.123.73|>=2.0.0,<2.35.4|>=2.36.0,<2.36.2","","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260903","20260916","N","1.123.73, 2.35.4 및 2.36.2 이전의 n8n 버전에는 Git 노드의 원격 코드 실행 취약점이 포함되어 있습니다. 노드는 각 작업 전에 명령 포함 구성 키의 고정 목록을 재설정했지만 해당 목록에는 콘텐츠 필터 및 병합 드라이버 키 계열이 포함되지 않았습니다. 해당 키 중 하나를 일치하는 속성 패턴과 함께 설정하는 로컬 구성이 있는 저장소는 일반적인 추가, 커밋, 체크아웃 또는 풀 작업 중에 git이 구성된 명령을 실행하도록 합니다. 명령은 n8n 프로세스 사용자로 실행됩니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-mwp5-2m32-r54h","NVD","npm","20260916232425"
"CVE-2026-73454","gRPC","gRPC Authors","*","","HIGH","8.1","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N","20260916","20260916","N","[버전범위 불명확] gRPC 네트워크 보안 인터페이스(gNSI) Credentialz가 구성된 Arista EOS를 실행하는 영향을 받는 플랫폼에서 특별히 제작된 요청으로 인해 대상 계정의 속성이 의도치 않게 수정될 수 있습니다. 이로 인해 관리자가 의도한 것 이상으로 높은 권한이나 액세스 권한이 계정에 할당될 수 있습니다.","https://www.arista.com/en/support/advisories-notices/security-advisory/24721-security-advisory-0165","NVD","pypi","20260916232425"
"CVE-2026-73461","gRPC","gRPC Authors","*","","HIGH","8.0","CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H","20260916","20260916","N","[버전범위 불명확] OpenConfig에 대해 AAA 기반 gRPC 권한 부여가 활성화된 영향을 받는 EOS 플랫폼에서 OpenConfig에 대한 인증된 사용자의 gRPC 요청은 잘못된 권한 수준을 사용하여 잘못된 AAA 메서드 목록을 사용하는 권한 부여가 발생할 수 있습니다. 이는 NETCONF와 같은 비gRPC OpenConfig 요청에는 영향을 미치지 않습니다.","https://www.arista.com/en/support/advisories-notices/security-advisory/24719-security-advisory-0163","NVD","pypi","20260916232425"
"CVE-2026-92816","ComfyUI","Comfy Org","<0.30.0","","HIGH","7.8","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","20260916","20260916","N","0.30.0 이전의 ComfyUI는 데이터 세트 저장 노드에서 폴더 이름 입력을 삭제하지 못하므로 공격자가 출력 디렉터리 외부의 임의 경로에 파일을 쓸 수 있습니다. 공격자는 공격자가 제어하는 ​​콘텐츠를 임의의 위치에 작성하는 조작된 워크플로를 로드하여 수정된 시작 파일이나 패키지 초기화 프로그램을 통해 코드를 실행할 수 있습니다.","https://github.com/Comfy-Org/ComfyUI","NVD","github","20260916232425"
"CVE-2026-90553","vLLM","vllm","<0.28.0","0.28.0","HIGH","7.8","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","20260912","20260916","N","0.28.0 이전의 vLLM에는 원격 프로세서 클래스를 로드할 때 trust_remote_code 매개변수를 무시하는 LlavaOnevision2 프로세서 로더의 원격 코드 실행 취약점이 포함되어 있습니다. 공격자는 trust_remote_code가 False로 설정된 경우에도 vLLM 프로세스 권한으로 실행되는processing_llava_onevision2.py의 임의 코드를 사용하여 악성 모델을 제작할 수 있습니다.","https://github.com/vllm-project/vllm/security/advisories/GHSA-3c86-2m5g-59q7","NVD","pypi","20260916232425"
"CVE-2026-62997","PyTorch","PyTorch Foundation","<2.6","9.5.0","HIGH","7.7","CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260916","20260916","N","Kedro-Datasets는 Kedro용 데이터 커넥터를 제공합니다. 버전 5.0.0부터 9.5.0까지, kedro-datasets의 kedro_datasets_experimental.pytorch.PyTorchDataset는 Weights_only=True를 적용하지 않고 torch.load를 사용하여 .pt 모델 파일을 로드하며 사용자가 제공한 load_args는 자동으로 삭제됩니다. 2.6 이전 버전의 PyTorch에서는 공격자의 영향을 받은 공유 레지스트리, 다운로드한 체크포인트 또는 분할된 외부 소스의 악성 피클 지원 모델이 Kedro 파이프라인이 로드될 때 임의 코드를 실행할 수 있습니다. 이 문제는 옵트인 kedro_datasets_experimental 구성 요소에만 영향을 미치며 신뢰할 수 있는 파일만 로드하는 사용자에게는 영향을 미치지 않습니다. 이 문제는 버전 9.5.0에서 해결되었습니다.","https://github.com/kedro-org/kedro-plugins/commit/4d6deb7a7ecba483d33fd43e2a6c063bcf22f413","NVD","pypi","20260916232425"
"CVE-2026-63126","gRPC","gRPC Authors","<7.0.0-alpha04","","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","20260916","20260916","N","Wire는 Android, Kotlin, Swift, Java용 gRPC 및 프로토콜 버퍼를 제공합니다. 6.4.5 및 7.0.0-alpha04 이전에는 Wire protobuf 판독기가 커서, 포인터, 제한, 슬라이스 또는 할당을 진행하기 전에 현재 논리 메시지 경계에 대해 공격자가 제어하는 ​​길이를 일관되게 검증하지 않습니다. Kotlin에서 ProtoAdapter.decode(ByteArray) 및 ProtoAdapter.decode(ByteString)는 ByteArrayProtoReader32.internalNextLengthDelimited()를 사용합니다. 여기서 양의 큰 길이는 pos + 길이를 음수 제한으로 래핑하고 기존 음수 길이 검사를 이스케이프할 수 있습니다. 관련 ProtoReader, ReadBuffer.readVarint(), ReadBuffer.verifyAdditional(count:), Packed-repeated,nested-message 및 ProtoDecoder.decodeSizeDelimited(_:from:) 경로는 요청된 바이트가 존재한다는 것을 증명하기 전에 논리적 경계를 넘거나, 포인터 산술을 수행하거나, 용량을 예약하거나, 표현할 수 없는 크기를 변환할 수 있습니다. 잘못된 protobuf 바이트를 제공하는 공격자는 확인되지 않은 예외, 트랩, 범위를 벗어난 오류를 유발할 수 있습니다.","https://github.com/square/wire/commit/082d5d83cec57ef68f1dd7d3e3d1d641c1fb670f","NVD","pypi","20260916232425"
"CVE-2026-85171","n8n","n8n","<1.123.73|>=2.0.0,<2.35.4|>=2.36.0,<2.36.2","","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","20260903","20260916","N","1.123.73, 2.35.4 및 2.36.2 이전의 n8n에는 Strapi, SeaTable 및 Mailcheck 노드에 자격 증명 노출 취약점이 포함되어 있습니다. 이러한 노드는 오류 처리 외부에서 원시 레거시 HTTP 도우미를 통해 해독된 자격 증명을 인증 엔드포인트로 보내므로 일반 텍스트 암호가 실행 오류 데이터에 유지됩니다. 인증된 모든 사용자는 자격 증명 API에 의해 시행되는 공백 값 수정을 우회하여 REST API를 통해 자체 실행에서 일반 텍스트 비밀을 읽을 수 있습니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-vrv8-j27g-g7cr","NVD","npm","20260916232425"
"CVE-2026-57173","vLLM","vLLM Project","<0.24.0","0.24.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","20260916","20260916","N","vLLM은 대규모 언어 모델을 위한 추론 및 제공 엔진입니다. 0.24.0 이전에는 /v1/chat/completions에 대한 input_audio 처리 경로가 VLLM_MAX_AUDIO_DECODE_DURATION_S를 공유 오디오 디코더에 전달하지 않고 AudioMediaIO.load_bytes 또는 AudioMediaIO.load_file을 호출합니다. 따라서 인증되지 않은 클라이언트는 매우 큰 float32 PCM 할당으로 확장되는 작은 압축 오디오 입력을 제출하여 /v1/audio/transcriptions에서 이미 사용하는 기간 가드를 우회하고 메모리 부족 작업자 충돌을 일으킬 수 있습니다. 인라인 데이터 URL은 VLLM_AUDIO_FETCH_TIMEOUT에 의해 제한되지 않고 이 경로에 도달합니다. 이 문제는 오디오 지원 모델을 제공하는 배포에 영향을 미치며 인증은 배포별 연결 가능성만 변경합니다. 이 문제는 버전 0.24.0에서 해결되었습니다.","https://github.com/vllm-project/vllm/commit/3d20275bb4d434f53055c3c0b645fd8bb072965e","NVD+OSV+GHSA","pypi","20260916232508"
"CVE-2026-69147","vLLM","vLLM Project","<0.28.0","","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","20260916","20260916","N","vLLM은 대규모 언어 모델을 위한 추론 및 제공 엔진입니다. 0.28.0 이전에는 채팅 완료 및 응답에 대한 요청 본문이 media_io_kwargs.video.video_backend를 pynvvideocodec로 설정할 수 있으며 MediaConnector.fetch_video는 시작 구성에서 소프트웨어 디코더를 선택한 경우에도 해당 선택 사항을 VideoMediaIO로 전달할 수 있습니다. 엔진의 _reserve_mm_ipc_gpu_memory 논리는 정적 구성에서만 디코더 메모리를 할당하므로 요청이 선택한 VIDEO_LOADER_REGISTRY 백엔드는 엔진의 KV 캐시 예산에서 제거되지 않은 CUDA 컨텍스트, 디코더 표면 및 디코딩된 프레임 할당을 생성할 수 있습니다. PyNvVideoCodec이 설치된 비디오 지원 GPU 배포에 비디오 요청을 제출할 수 있는 공격자는 공유 GPU 메모리를 소진시켜 요청 실패, 작업자 충돌 또는 서비스 거부를 일으킬 수 있습니다. 수정 사항이 포함된 첫 번째 릴리스는 버전 0.28.0입니다.","https://github.com/vllm-project/vllm/commit/283893c72292ede38d277e3cd2b9b64c3e4f1dda","NVD","pypi","20260916232425"
"CVE-2026-90555","vLLM","vllm","<0.28.0","0.28.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","20260912","20260916","N","0.28.0 이전의 vLLM 버전은 전사 끝점에서 오디오 샘플 속도 헤더의 유효성을 검사하지 못하므로 인증된 클라이언트가 기간 확인을 우회할 수 있습니다. 공격자는 샘플링 속도가 부풀려진 위조된 FLAC 헤더를 제출하여 과도한 메모리 할당을 유발하고 모든 테넌트에 영향을 미치는 API 서버 프로세스를 중단시킬 수 있습니다.","https://github.com/vllm-project/vllm/security/advisories/GHSA-99f2-hwrc-gvq8","NVD","pypi","20260916232425"
