"CVE_ID","SW_NAME","VENDOR","AFFECTED_RANGE","FIXED_VERSION","SEVERITY","CVSS_SCORE","CVSS_VECTOR","PUBLISHED_DATE","MODIFIED_DATE","KEV_YN","SUMMARY","REFERENCE_URL","SOURCE","ECOSYSTEM","COLLECTED_AT"
"CVE-2026-54745","Kubeflow","Kubeflow","<2.17.0","","CRITICAL","10.0","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H","20260828","20260828","N","Kubeflow Pipelines enables users to build and deploy portable, scalable machine learning workflows. Prior to 2.17.0, the Kubeflow Pipelines frontend exposes an unauthenticated server-side request forgery vulnerability through the /_proxy/ route in frontend/server/proxy-middleware.ts. The _routePathWithReferer() function accepts an arbitrary attacker-controlled HTTP or HTTPS target and passes its origin to createProxyMiddleware without a host allowlist or filtering for loopback, link-local, RFC1918, or cluster-local addresses. The route remains outside the authorization middleware when ENABLE_AUTHZ=true and is reachable through /apis/v1beta1/_proxy/, /apis/v2beta1/_proxy/, /pipeline/apis/v1beta1/_proxy/, and /pipeline/apis/v2beta1/_proxy/, including through a crafted Referer header. Requests can forward attacker-controlled methods, headers such as Authorization, Cookie, and X-Forwarded-For, and POST bodies to reachable internal services, while returning the upstream response","https://github.com/kubeflow/pipelines/commit/a35f97aa4c17b25572369e5022546ab4421bdbdd","NVD","github","20260829025638"
"CVE-2026-0545","MLflow","lfprojects","*","","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","20260403","20260828","N","[버전범위 불명확] In mlflow/mlflow, the FastAPI job endpoints under `/ajax-api/3.0/jobs/*` are not protected by authentication or authorization when the `basic-auth` app is enabled. This vulnerability affects the latest version of the repository. If job execution is enabled (`MLFLOW_SERVER_ENABLE_JOB_EXECUTION=true`) and any job function is allowlisted, any network client can submit, read, search, and cancel jobs without credentials, bypassing basic-auth entirely. This can lead to unauthenticated remote code execution if allowed jobs perform privileged actions such as shell execution or filesystem changes. Even if jobs are deemed safe, this still constitutes an authentication bypass, potentially resulting in job spam, denial of service (DoS), or data exposure in job results.","https://huntr.com/bounties/b2e5b028-9541-4d29-8703-a76f1a3734d8","NVD","pypi","20260829025638"
"CVE-2026-42557","Jupyter Notebook","jupyter",">=7.0.0,<7.5.6","7.5.6","CRITICAL","9.6","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H","20260513","20260828","N","jupyterlab is an extensible environment for interactive and reproducible computing, based on the Jupyter Notebook Architecture. Prior to 4.5.7, JupyterLab's HTML sanitizer allowlists data-commandlinker-command and data-commandlinker-args on button elements, while CommandLinker listens for all click events on document.body and executes the named command without checking whether the element came from trusted JupyterLab UI. A notebook with a pre-saved HTML cell output containing a deceptive button can trigger arbitrary JupyterLab commands - including arbitrary code execution - on a single user click, without any code being submitted for execution by the user. This vulnerability is fixed in 4.5.7.","https://github.com/jupyterlab/jupyterlab/security/advisories/GHSA-mqcg-5x36-vfcg","NVD","pypi","20260829025638"
"CVE-2026-42557","JupyterLab","jupyter","<4.5.7","4.5.7","CRITICAL","9.6","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H","20260513","20260828","N","jupyterlab is an extensible environment for interactive and reproducible computing, based on the Jupyter Notebook Architecture. Prior to 4.5.7, JupyterLab's HTML sanitizer allowlists data-commandlinker-command and data-commandlinker-args on button elements, while CommandLinker listens for all click events on document.body and executes the named command without checking whether the element came from trusted JupyterLab UI. A notebook with a pre-saved HTML cell output containing a deceptive button can trigger arbitrary JupyterLab commands - including arbitrary code execution - on a single user click, without any code being submitted for execution by the user. This vulnerability is fixed in 4.5.7.","https://github.com/jupyterlab/jupyterlab/security/advisories/GHSA-mqcg-5x36-vfcg","NVD","pypi","20260829025638"
"CVE-2026-44513","Diffusers","huggingface","<0.38.0","0.38.0","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","20260514","20260828","N","Diffusers is the a library for pretrained diffusion models. Prior to 0.38.0, a trust_remote_code bypass in DiffusionPipeline.from_pretrained allows arbitrary remote code execution despite the user passing trust_remote_code=False (or omitting it, which is the default). The vulnerability has three variants, all sharing the same root cause — the trust_remote_code gate was implemented inside DiffusionPipeline.download() rather than at the actual dynamic-module load site, so any code path that bypassed or short-circuited download() also bypassed the security check. DiffusionPipeline.from_pretrained('repoA', custom_pipeline='attacker/repoB', trust_remote_code=False) — the gate evaluated against repoA's file list rather than repoB's, so repoB's pipeline.py was loaded and executed. DiffusionPipeline.from_pretrained('/local/snapshot', custom_pipeline='attacker/repoB', trust_remote_code=False) — the local-path branch never invoked download(), so the gate was never reached and remote code from re","https://github.com/huggingface/diffusers/security/advisories/GHSA-98h9-4798-4q5v","NVD","pypi","20260829025638"
"CVE-2026-42266","JupyterLab","jupyter",">=4.0.0,<4.5.7","4.5.7","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260513","20260828","N","JupyterLab is an extensible environment for interactive and reproducible computing, based on the Jupyter Notebook Architecture. From 4.0.0 to 4.5.6, the allow-list of extensions that can be installed from PyPI Extension Manager (allowed_extensions_uris) is not correctly enforced by JupyterLab. The PyPI Extension Manager was not contained to packages listed on the default PyPI index. This vulnerability is fixed in 4.5.7.","https://github.com/jupyterlab/jupyterlab/releases/tag/v4.5.7","NVD","pypi","20260829025638"
"CVE-2026-72750","n8n","n8n","<1.123.67|>=2.0.0,<2.31.5|==2.32.0","","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260811","20260828","N","1.123.67, 2.31.5 및 2.32.1 이전의 n8n에는 표현식 값을 SQL 문자열에 직접 보간하는 Snowflake 노드의 쿼리 실행 작업에 SQL 주입 취약점이 포함되어 있습니다. 워크플로 작성자가 신뢰할 수 없고 외부에서 제어되는 식 데이터를 원시 SQL 쿼리에 직접 포함하는 경우 해당 데이터는 매개 변수화되지 않으므로 SQL 삽입이 허용됩니다. 이 수정 사항은 위치 자리 표시자를 통해 값을 바인딩하기 위한 선택적 '쿼리 매개 변수' 필드를 추가합니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-652q-gvq3-74qv","NVD","npm","20260829025638"
"CVE-2026-82288","AUTOMATIC1111 Stable Diffusion WebUI","AUTOMATIC1111","<=1.10.1","","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","20260828","20260828","N","Stable Diffusion WebUI through 1.10.1 contains a credential disclosure vulnerability in the /sdapi/v1/cmd-flags endpoint that returns parsed command-line arguments including gradio_auth and api_auth values in cleartext. Unauthenticated attackers can access this endpoint to retrieve configured usernames and passwords, then use them to authenticate to the interface and access the application.","https://github.com/AUTOMATIC1111/stable-diffusion-webui","NVD","github","20260829025638"
"CVE-2026-73626","JupyterLab","Project Jupyter","*","","HIGH","7.5","CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H","20260813","20260828","N","[버전범위 불명확] JupyterLab versions >=4.6.0,<=4.6.1 and <=4.5.9 contain an allowlist/blocklist enforcement gap in PyPIExtensionManager.install(). A missing 'await' caused the is_install_allowed coroutine to never execute, so the extension allowlist/blocklist check was not enforced for direct callers of install(). The stock JupyterLab HTTP API and Extension Manager UI are not affected, as they perform a separate, correctly awaited check. The issue affects only deployments where a custom extension or downstream integration imports PyPIExtensionManager and calls install() directly with a package name influenced by untrusted input, an allowlist/blocklist is configured, the PyPI Extension Manager is enabled, and kernels and terminals are disabled or delegated to remote hosts. Fixed in JupyterLab 4.6.2 and 4.5.10.","https://github.com/jupyterlab/jupyterlab/security/advisories/GHSA-whvh-wf3x-g77j","NVD","pypi","20260829025638"
"CVE-2026-2614","MLflow","lfprojects","<3.10.0","3.10.0","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","20260511","20260828","N","A vulnerability in the `_create_model_version()` handler of `mlflow/server/handlers.py` in mlflow/mlflow versions 3.9.0 and earlier allows an unauthenticated remote attacker to read arbitrary files from the server's filesystem. The issue arises when a `CreateModelVersion` request includes the tag `mlflow.prompt.is_prompt`, which bypasses source path validation. This enables an attacker to store an arbitrary local filesystem path as the model version source. The `get_model_version_artifact_handler()` function later uses this source to serve files without verifying the model version's prompt status, leading to a complete confidentiality compromise. This issue is fixed in version 3.10.0.","https://github.com/mlflow/mlflow/commit/6e801f4259d96804c73107315b24cef0f6aa115a","NVD","pypi","20260829025638"
"CVE-2026-72766","n8n","n8n","<1.123.67|>=2.0.0,<2.31.5|==2.32.0","","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","20260811","20260828","N","1.123.67 이전의 n8n, 2.31.5 이전의 2.x 및 2.32.1 이전의 2.32.x에는 메시지 필드가 문자열임을 강제하지 않는 Send Email 노드에 유형 혼동 취약점이 포함되어 있습니다. 워크플로 표현식에서 텍스트 또는 HTML 본문 필드로 제공되는 조작된 문자열이 아닌 값은 기본 메일 라이브러리(Nodemailer)에 의해 파일 경로 또는 URL로 해석될 수 있으므로 임의의 로컬 파일 공개 및 서버측 요청 위조(SSRF)가 허용됩니다. 악용하려면 인증되지 않은 웹훅, 노드에 구성된 유효한 SMTP 자격 증명, 본문 필드에 직접 매핑된 신뢰할 수 없는 입력이 포함된 기존 활성 워크플로가 필요합니다. 이는 기본 구성이 아닙니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-2x35-3fw4-9jr4","NVD","npm","20260829025638"
"CVE-2026-37237","vLLM","vLLM Project","<=0.17.0","","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","20260828","20260828","N","vLLM up to and including 0.17.0 allows remote attackers to cause a Denial of Service via memory exhaustion. The AsyncMediaIO.fetch_audio and AsyncMediaIO.fetch_image functions in multimodal/inputs.py fetch user-supplied media URLs using aiohttp and call r.read() without enforcing a maximum response size, allowing an attacker to exhaust server memory by providing a URL to an arbitrarily large file.","https://github.com/vllm-project/vllm/blob/main/vllm/multimodal/inputs.py","NVD","pypi","20260829025638"
"CVE-2026-18636","gRPC","gRPC Authors","*","","MEDIUM","6.8","CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:N/A:N","20260811","20260828","N","[버전범위 불명확] The Velociraptor gRPC API has a VFSGetBuffer endpoint which allows reading files from the datastore. To prevent users from reading sensitive files or accessing other orgs, the requested path is prefix checked against a list of denied prefixes. This prefix check can be bypassed allowing a user to access usually denied files. If the user has read permission in the ROOT org, this allows access to other orgs, in which the user may not have permission.","http://docs.velociraptor.app/announcements/advisories/cve-2026-18636/","NVD","pypi","20260829025638"
"CVE-2026-72771","n8n","n8n","<2.31.5|==2.32.0","2.31.5","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","20260811","20260828","N","2.32.1 이전의 n8n 버전은 사용자가 제공한 기본 또는 엔드포인트 URL이 구성된 경우 여러 AI 및 LLM 노드에서 허용된 HTTP 요청 도메인 허용 목록을 적용하지 못합니다. 공유 자격 증명에 대한 사용 전용 액세스 권한이 있는 낮은 권한의 워크플로 편집자는 공격자가 제어하는 ​​호스트로 요청을 리디렉션하고 기본 서비스에 재사용하기 위해 자격 증명 비밀을 유출할 수 있습니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-64xh-79j6-r5v8","NVD","npm","20260829025638"
