"CVE_ID","SW_NAME","VENDOR","AFFECTED_RANGE","FIXED_VERSION","SEVERITY","CVSS_SCORE","CVSS_VECTOR","PUBLISHED_DATE","MODIFIED_DATE","KEV_YN","SUMMARY","REFERENCE_URL","SOURCE","ECOSYSTEM","COLLECTED_AT"
"CVE-2026-18022","pgvector","pgvector project","<0.8.6","0.8.6","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260729","20260820","N","0.8.6 이전의 pgVector에서 IVFFlat 인덱스 빌드의 정수 랩어라운드를 사용하면 데이터베이스 사용자가 경계를 벗어난 데이터를 쓸 수 있어 임의 코드 실행이 발생할 수 있습니다. 32비트 시스템만 영향을 받습니다.","https://github.com/pgvector/pgvector/commit/636a92a3395d2e036ffd40d07aeb400a708ae104","NVD","github","20260820211857"
"CVE-2026-77068","n8n","n8n GmbH","<2.33.4|<2.34.1","","HIGH","8.7","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260820","20260820","N","2.33.4 이전의 n8n과 2.34.1 이전의 2.34.x에는 MCP 노드-스키마 로딩에 사용되는 @n8n/workflow-sdk 노드-스키마 로더의 원격 코드 실행 취약점이 포함되어 있습니다. 로더는 경로 순회 시퀀스의 유효성을 검사하지 않고 공격자가 제공한 노드 유형 문자열에서 직접 노드의 스키마 모듈 경로를 파생합니다. global:member 권한이 있는 인증된 사용자는 경로 탐색을 통해 악성 파일을 참조하여 n8n 기본 프로세스에서 코드가 실행될 수 있습니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-6h4x-896x-fw5m","NVD","npm","20260820211857"
"CVE-2026-77080","n8n","n8n GmbH","<1.123.69|<2.33.4|<2.34.1","","HIGH","8.7","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260820","20260820","N","1.123.69 이전의 n8n, 2.33.4 이전의 2.x, 2.34.1 이전의 2.34.x에는 Snowflake 노드의 임의 파일 읽기 및 쓰기 취약점이 포함되어 있습니다. 이 취약점은 n8n의 파일 액세스 제한을 적용하지 않고 클라이언트 측 명령을 포함한 자유 형식 쿼리 실행 입력을 Snowflake SDK에 직접 전달합니다. 사용 가능한 Snowflake 자격 증명이 있는 인증된 사용자는 n8n 호스트에서 로컬 파일을 업로드하거나 기존 파일을 준비된 파일로 덮어쓸 수 있습니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-r4j2-j3wm-q689","NVD","npm","20260820211857"
"CVE-2026-77072","n8n","n8n GmbH","<2.34.1","","HIGH","8.4","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:A/VC:H/VI:H/VA:N/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260820","20260820","N","1.123.69, 2.33.4 및 2.34.1 이전의 n8n에는 양식 노드의 완료 페이지에 저장된 교차 사이트 스크립팅 취약점이 포함되어 있습니다. 완료 페이지는 responseWith가 '리디렉션'으로 설정되지 않은 경우에만 샌드박싱 Content-Security-Policy를 적용했지만 responseText는 항상 원시 HTML로 렌더링되었습니다. 인증된 구성원은 responseText를 채운 상태로 표현식을 통해 '리디렉션'으로 responseWith를 설정할 수 있으며, 이로 인해 완료 페이지가 n8n 원본에서 정리되지 않은 HTML 및 스크립트를 제공하게 됩니다. 결과 공개 양식을 제출한 모든 방문자는 해당 스크립트가 세션과 동일한 출처를 실행하게 됩니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-rmr5-775f-jvm2","NVD","npm","20260820211857"
"CVE-2026-77075","n8n","n8n GmbH","<1.123.69|<2.33.4|<2.34.1","","HIGH","8.4","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:A/VC:H/VI:H/VA:N/SC:L/SI:L/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260820","20260820","N","1.123.69 이전의 n8n, 2.33.4 이전의 2.x, 2.34.1 이전의 2.34.x에는 리소스 로케이터 필드 링크 미리 보기 렌더링에 표현식 삽입 취약점이 포함되어 있습니다. 편집기는 표현식 구문을 확인하지 않고 필드의 저장된 값을 노드 유형의 URL 템플릿에 직접 연결했습니다. 인증된 구성원은 악의적인 값을 저장할 수 있으므로 다른 사용자가 편집기에서 영향을 받은 노드를 열면 삽입된 표현식이 피해자의 인증된 세션(교차 사용자 스크립트 실행)에서 JavaScript로 평가됩니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-fh4c-9rr2-p7qc","NVD","npm","20260820211857"
"CVE-2026-15679","PyTorch","PyTorch Foundation","*","","HIGH","7.8","CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","20260820","20260820","N","[버전범위 불명확] Hugging Face PyTorch 이미지 모델 체크포인트 신뢰할 수 없는 데이터의 역직렬화 원격 코드 실행 취약점. 이 취약점을 통해 원격 공격자는 영향을 받는 Hugging Face PyTorch 이미지 모델 설치에서 임의 코드를 실행할 수 있습니다. 이 취약점을 악용하려면 대상이 악성 페이지를 방문하거나 악성 파일을 열어야 한다는 점에서 사용자 상호 작용이 필요합니다. 특정 결함은 체크포인트 구문 분석 내에 존재합니다. 이 문제는 사용자가 제공한 데이터에 대한 적절한 유효성 검사가 부족하여 발생하며, 이로 인해 신뢰할 수 없는 데이터가 역직렬화될 수 있습니다. 공격자는 이 취약점을 활용하여 현재 프로세스의 컨텍스트에서 코드를 실행할 수 있습니다. ZDI-CAN-27987이었습니다.","https://www.zerodayinitiative.com/advisories/ZDI-26-523/","NVD","pypi","20260820211857"
"CVE-2026-77084","n8n","n8n GmbH","<1.123.69|<2.33.4","","HIGH","7.7","CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:H/VA:H/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260820","20260820","N","1.123.69 이전의 n8n(및 2.33.4/2.34.1 이전의 2.x)에는 Git 노드의 코드 실행 취약점이 포함되어 있습니다. Git 노드는 특정 저장소-로컬 git 구성 값을 무력화하지 않고 실행했으므로 악의적인 값이 포함된 저장소에 대한 후속 Git 노드 작업은 이를 n8n 프로세스 사용자로 실행합니다. 이는 Git 노드의 자체 구성 제어를 통해서는 도달할 수 없으며 악의적인 값을 심기 위해서는 다른 곳에 별도의 파일 쓰기 취약점이 필요합니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-m87g-qr43-ccvc","NVD","npm","20260820211857"
"CVE-2026-41523","vLLM","vllm","<0.22.0","0.22.0","HIGH","7.5","CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H","20260622","20260820","N","vLLM은 LLM(대형 언어 모델)을 위한 추론 및 제공 엔진입니다. 0.22.0 이전에는 vLLM 활성화 함수 로딩의 어설션 기반 보안 검사를 통해 vLLM이 Python 최적화 모드(python -O 또는 PYTHONOPTIMIZE=1)에서 실행될 때 인증되지 않은 공격자가 악의적인 HuggingFace 모델을 게시하여 서버에서 임의 코드 실행을 달성할 수 있었습니다. 이 취약점은 0.22.0에서 수정되었습니다.","https://github.com/vllm-project/vllm/commit/b3c7ffcab82c2439726f8cb213800f6f38c023d3","NVD+OSV+GHSA","pypi","20260820211951"
"CVE-2026-77079","n8n","n8n GmbH","<2.34.1","","HIGH","7.4","CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:H/VI:L/VA:L/SC:H/SI:H/SA:H/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260820","20260820","N","2.34.1 및 2.33.4 이전의 n8n에는 사용자 정의 프로젝트 역할 삭제(재할당) 경로에 인증 우회가 포함되어 있습니다. 재할당 대상이 있는 사용자 지정 프로젝트 역할을 삭제할 때 코드는 대상 역할이 존재하고 프로젝트 범위에 해당하는지만 확인했으며 프로젝트 수준 권한 부여 확인은 수행하지 않았습니다. 좁은 역할:manageProject 전역 범위만 보유한 사용자는 인스턴스에서 사용 중인 모든 사용자 지정 프로젝트 역할을 삭제하고 해당 소유자(자신 포함)를 기본 제공 프로젝트:관리자 역할에 다시 할당하여 합법적인 액세스 권한이 없는 프로젝트에 대한 전체 관리 제어 권한을 얻을 수 있습니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-xhmh-8fgr-xqhj","NVD","npm","20260820211857"
"CVE-2026-77077","n8n","n8n GmbH","<2.34.1","","HIGH","7.2","CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:N/VC:H/VI:L/VA:L/SC:N/SI:N/SA:N/E:X/CR:X/IR:X/AR:X/MAV:X/MAC:X/MAT:X/MPR:X/MUI:X/MVC:X/MVI:X/MVA:X/MSC:X/MSI:X/MSA:X/S:X/AU:X/R:X/V:X/RE:X/U:X","20260820","20260820","N","1.123.69, 2.33.4 및 2.34.1 이전의 n8n 버전에는 JavaScript 작업 실행기 VM 샌드박스 이스케이프가 포함되어 있습니다. 러너의 프로토타입 동결 루틴은 globalThis 함수를 다루지만 EventEmitter와 같은 내부 모듈 생성자는 다루지 않으므로 코드 노드 액세스 권한이 있는 인증된 사용자가 프로토타입 오염을 이용하여 러너 컨테이너 내에서 임의의 명령을 실행할 수 있습니다. 오염된 프로토타입은 프로세스 전체 개체이기 때문에 동일한 공유 실행기에서 다른 테넌트의 코드 노드 실행 전반에 걸쳐 손상이 지속됩니다. 작업 실행기가 활성화되지 않은 v1.x 인스턴스에서는 코드 노드 JavaScript가 기본 n8n 프로세스에서 직접 실행되므로 영향이 더 커질 수 있습니다.","https://github.com/n8n-io/n8n/security/advisories/GHSA-m3hg-p5r9-fg9h","NVD","npm","20260820211857"
