"CVE_ID","SW_NAME","VENDOR","AFFECTED_RANGE","FIXED_VERSION","SEVERITY","CVSS_SCORE","CVSS_VECTOR","PUBLISHED_DATE","MODIFIED_DATE","KEV_YN","SUMMARY","REFERENCE_URL","SOURCE","ECOSYSTEM","COLLECTED_AT"
"CVE-2025-15379","MLflow","lfprojects",">=3.8.0,<3.8.1","3.8.1","CRITICAL","10.0","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H","20260330","20260904","N","A command injection vulnerability exists in MLflow's model serving container initialization code, specifically in the `_install_model_dependencies_to_env()` function. When deploying a model with `env_manager=LOCAL`, MLflow reads dependency specifications from the model artifact's `python_env.yaml` file and directly interpolates them into a shell command without sanitization. This allows an attacker to supply a malicious model artifact and achieve arbitrary command execution on systems that deploy the model. The vulnerability affects versions 3.8.0 and is fixed in version 3.8.2.","https://github.com/mlflow/mlflow/commit/361b6f620adf98385c6721e384fb5ef9a30bb05e","NVD","pypi","20260904223821"
"CVE-2026-33264","Airflow","Apache Software Foundation","<3.3.0","3.3.0","CRITICAL","9.8","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","20260707","20260904","N","Apache Airflow allows code execution through unsafe serialized DAG deserialization A bug in `BaseSerialization.deserialize()` allowed unrestricted `import_string()` of attacker-controlled class paths when the Scheduler / API Server loaded a serialized DAG: a DAG author could embed a malicious trigger into a DAG to gain remote code execution on the API Server / Scheduler process, crossing the Airflow security boundary that DAG-author code must never execute in those processes. Users are advised to upgrade to `apache-airflow` 3.3.0 or later. As a defense-in-depth mitigation, deployments where DAG-author trust is limited can restrict the `[core] allowed_deserialization_classes` config to a narrow allowlist.","https://github.com/advisories/GHSA-2943-9672-r45w","OSV+GHSA","pypi","20260904223914"
"CVE-2026-43622","llama.cpp","ggml",">=b1886,<=b7445","","HIGH","7.8","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","20260806","20260904","N","llama.cpp builds b1886 through b7445 contain a double free vulnerability in the LLaMA-Android JNI wrapper where new_1batch() allocates memory using malloc() while free_1batch() deallocates it using the C++ delete operator, causing heap metadata corruption. Attackers can trigger this memory management mismatch to cause denial of service through process crashes or potentially achieve arbitrary code execution depending on allocator state.","https://github.com/Vladimir-tokarev-cyera/llama-cpp-security-patches","NVD","github","20260904223821"
"CVE-2026-52130","llama.cpp","ggml","<=b5693","","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","20260901","20260904","N","llama.cpp b5693 and before is vulnerable to Uncontrolled Recursion in common/json-schema-to-grammar.cpp, resulting in a denial of service.","https://blog.ph4nt0m.xyz/ko/cves/cve-2026-52130/","NVD","github","20260904223821"
"CVE-2026-52131","llama.cpp","ggml","<=b5693","","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N","20260901","20260904","N","llama.cpp b5693 and before has a Reachable Assertion via the gguf_reader::read function.","https://blog.ph4nt0m.xyz/ko/cves/cve-2026-52130/","NVD","github","20260904223821"
"CVE-2026-52132","llama.cpp","ggml","<=0.4.0","","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","20260901","20260904","N","llama.cpp through commit 97f06e9, when started with the --reranking flag, allows remote attackers to cause a denial of service (std::bad_alloc and HTTP 500) via a negative top_n value in a POST request to /rerank.","https://blog.ph4nt0m.xyz/ko/cves/cve-2026-52132/","NVD","github","20260904223821"
"CVE-2026-47476","Triton Inference Server","nvidia","<26.05","26.05","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","20260714","20260904","N","NVIDIA Triton Inference Server for Linux contains a vulnerability where an attacker can cause uncontrolled resource consumption. A successful exploit of this vulnerability might lead to denial of service.","https://nvd.nist.gov/vuln/detail/CVE-2026-47476","NVD","github","20260904223821"
"CVE-2026-45360","Airflow","Apache Software Foundation",">=3.2.0,<3.2.2","3.2.2","HIGH","7.3","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L","20260601","20260903","N","Apache Airflow's scheduler-side deadline-reference decoder (`SerializedCustomReference.deserialize_reference`) imported and dispatched arbitrary class paths drawn from DAG-author-controlled serialized state without an allowlist or plugin-registry gate. A DAG author whose code reaches the scheduler — the default on single-host deployments where the DAG bundle is importable from the scheduler process — could embed a custom `DeadlineReference` whose serialized form named an attacker-controlled module path, causing the scheduler to `import_string(...)` and instantiate that class with a live SQLAlchemy session attached. Affects deployments where DAG-author code is less trusted than the scheduler process. Users are advised to upgrade to `apache-airflow` 3.2.2 or later.","https://nvd.nist.gov/vuln/detail/CVE-2026-45360","OSV","pypi","20260904223816"
"CVE-2026-48828","Airflow","Apache Software Foundation","<3.3.0","3.3.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","20260707","20260904","N","Apache Airflow exposes sensitive JSON Variable values through the Bulk Variables API The Bulk Variables API in Apache Airflow called the redactor without passing the variable's key, so the key-based `should_hide_value_for_key` check (which triggers on secret-suffixed key names like `*_password` / `*_token` / `*_secret`) could not fire for JSON-decodable variable values. An authenticated UI/API user with bulk Variable read permission could retrieve plaintext values from JSON variables whose key would otherwise trigger redaction. Affects deployments that store sensitive values in JSON-typed Airflow Variables under secret-suffixed key names. Users are advised to upgrade to `apache-airflow` 3.3.0 or later (the fix landed on `main` after 3.2.2; no 3.2.x backport).","https://github.com/advisories/GHSA-563f-2439-rmq4","OSV+GHSA","pypi","20260904223914"
"CVE-2026-48892","Airflow","Apache Software Foundation","<3.3.0","3.3.0","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","20260707","20260904","N","Apache Airflow exposes secrets backend credentials through the Config API The Config API in Apache Airflow surfaced per-key secrets-backend overrides (environment variables like `AIRFLOW__SECRETS__BACKEND_KWARG__SECRET_ID` and `AIRFLOW__WORKERS__SECRETS_BACKEND_KWARG__SECRET_ID`) as synthetic config options whose option names were not in `sensitive_config_values`, so the masker did not redact them. An authenticated UI/API user with Config read permission could retrieve plaintext secrets-backend credentials (Vault `role_id` / `secret_id`, etc.) from the Config API output. Affects deployments that configure secrets backends via per-key environment overrides. Users are advised to upgrade to `apache-airflow` 3.3.0 or later.","https://github.com/advisories/GHSA-9933-5rrp-mfwx","OSV+GHSA","pypi","20260904223914"
