"CVE_ID","SW_NAME","VENDOR","AFFECTED_RANGE","FIXED_VERSION","SEVERITY","CVSS_SCORE","CVSS_VECTOR","PUBLISHED_DATE","MODIFIED_DATE","KEV_YN","SUMMARY","REFERENCE_URL","SOURCE","ECOSYSTEM","COLLECTED_AT"
"CVE-2026-86076","n8n","n8n","<1.123.76|>=2.38.0,<2.38.2|>=2.0.0,<2.37.7","1.123.76","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260908","20260911","N","n8n is an open source workflow automation platform. Prior to 1.123.76, 2.37.7, and 2.38.2, the expression compiler sanitizer resolved through dynamically scoped this and did not reject reserved class member names. A class field named __sanitize could rebind the sanitizer and reach the Function constructor, enabling backend code execution and editor-preview JavaScript execution. The affected AST hook is PrototypeSanitizer in packages/workflow/src/expression-sandboxing.ts. This issue is fixed in versions 1.123.76, 2.37.7 and 2.38.2.","https://github.com/n8n-io/n8n/security/advisories/GHSA-hw8v-xxg5-vvvx","NVD+OSV+GHSA","npm","20260911225428"
"CVE-2026-86083","n8n","n8n","<1.123.76|>=2.38.0,<2.38.2|>=2.0.0,<2.37.7","1.123.76","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260908","20260911","N","n8n is an open source workflow automation platform. Prior to 1.123.76, 2.37.7, and 2.38.2, the legacy expression engine generated source text by calling the mutable global JSON.stringify while printing synthetic string literals and interpolating timezone data. An expression could replace JSON.stringify and cause later generated source to contain executable attacker-controlled code. The affected code-generation paths include packages/@n8n/expression-runtime/src/bridge/isolated-vm-bridge.ts and packages/@n8n/tournament/src/ExpressionBuilder.ts, and the issue does not affect the vm expression engine. This issue is fixed in versions 1.123.76, 2.37.7 and 2.38.2.","https://github.com/n8n-io/n8n/security/advisories/GHSA-6xcw-7xm6-48c6","NVD+OSV+GHSA","npm","20260911225428"
"CVE-2026-56340","vLLM","vLLM Project",">=0.10.2,<0.13.0","0.13.0","HIGH","8.8","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","20260108","20260911","N","vLLM introduced enhanced protection for CVE-2025-62164 ### Summary The fix [here](https://github.com/vllm-project/vllm/pull/27204) for CVE-2025-62164 is not sufficient. The fix only disables prompt embeds by default rather than addressing the root cause, so the DoS vulnerability remains when the feature is enabled. ### Details vLLM's pending change attempts to fix the root cause, which is the missing sparse tensor validation. PyTorch (~v2.0) disables sparse tensor validation (specifically, sparse tensor invariants checks) by default for performance reasons. vLLM is adding the sparse tensor validation to ensure indices are valid, non-negative, and within bounds. These checks help catch malformed tensors. ### PoC NA ### Impact Current fix only added a flag to disable/enable prompt embeds, so by default, prompt embeds feature is disabled in vLLM, which stops DoS attacks through the embeddings. However, It doesn’t address the problem when the flag is enabled and there is still potential fo","https://github.com/advisories/GHSA-mcmc-2m55-j8jj","OSV+GHSA","pypi","20260911225428"
"CVE-2026-86073","n8n","n8n",">=2.38.0,<2.38.1|<2.37.7","2.38.1","HIGH","7.6","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L","20260908","20260911","N","n8n is an open source workflow automation platform. Prior to 2.37.7 and 2.38.1, the OAuth token endpoint bound an authorization code's first access token to the consented resource but did not bind its refresh token. Refreshing checked only that the requested resource was registered, not that it matched the original grant. An OAuth client approved for one workflow could substitute a different workflow URL in the resource parameter and obtain a valid token for an unapproved workflow accessible to the consenting user. This issue is fixed in versions 2.37.7 and 2.38.1.","https://github.com/n8n-io/n8n/commit/18458482861097a26f874f30ad7e8136e268475c","NVD+OSV+GHSA","npm","20260911225428"
"CVE-2026-86075","n8n","n8n",">=2.38.0,<2.38.2|<2.37.7","2.38.2","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","20260908","20260911","N","n8n is an open source workflow automation platform. Prior to 2.37.7 and 2.38.2, the OAuth Dynamic Client Registration endpoint bounded redirect_uris but accepted arbitrarily large client_name and grant_types values. An unauthenticated remote caller could repeatedly persist oversized values in oauth_clients and exhaust database storage. The affected validation is in packages/cli/src/modules/oauth-server/oauth-server.service.ts, including MAX_CLIENT_NAME_LENGTH and MAX_GRANT_TYPES. This issue is fixed in versions 2.37.7 and 2.38.2.","https://github.com/n8n-io/n8n/security/advisories/GHSA-hh89-3r9w-qj3j","NVD+OSV+GHSA","npm","20260911225428"
"CVE-2026-87011","Open WebUI","Open WebUI",">=0.9.0,<0.11.1","0.11.1","HIGH","7.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H","20260909","20260910","N","Open WebUI is an extensible, feature-rich, and user-friendly self-hosted AI platform. From 0.9.0 until 0.11.1, the unauthenticated POST /oauth/backchannel-logout handler in backend/open_webui/utils/oauth.py fetched the OIDC discovery document and signing keys before validating a submitted logout token. Each request repeated uncached network fetches, and the signing-key lookup blocked the async event loop, so requests carrying invalid tokens could stall the single-worker instance and amplify traffic to the identity provider when ENABLE_OAUTH_BACKCHANNEL_LOGOUT was enabled. This issue is fixed in version 0.11.1.","https://github.com/open-webui/open-webui/commit/aeda6ff13a25d3b3ba1b303609f35382db22142c","NVD+OSV+GHSA","pypi","20260911225428"
"CVE-2026-69112","Accelerate","Hugging Face","<=1.14.0","","HIGH","7.1","CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:H","20260810","20260910","N","Hugging Face Accelerate through 1.14.0 contains a path traversal vulnerability in load_checkpoint_in_model and load_checkpoint_and_dispatch functions that fail to sanitize weight_map entries from sharded checkpoint indexes. Attackers can supply relative paths with ../ sequences or absolute paths to read arbitrary files, or point shard entries at named pipes to cause indefinite blocking and denial of service.","https://nvd.nist.gov/vuln/detail/CVE-2026-69112","OSV","pypi","20260911225322"
"CVE-2026-86074","n8n","n8n",">=2.38.0,<2.38.2|<2.37.7","2.38.2","HIGH","7.1","CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:N","20260908","20260911","N","n8n is an open source workflow automation platform. Prior to 2.37.7 and 2.38.2, the Instance AI credential setup flow accepted a credential test or verification URL without checking that it matched the workflow node's origin. Attacker-controlled fetched content could influence that URL after a user injected it into the setup flow, causing authenticated requests, redirects, or probes to reach another origin. The affected logic includes packages/@n8n/instance-ai/src/tools/workflows/credential-utils.ts and the extractServiceOrigin origin derivation. This issue is fixed in versions 2.37.7 and 2.38.2.","https://github.com/n8n-io/n8n/security/advisories/GHSA-q5wm-mgqx-fv2f","NVD+OSV+GHSA","npm","20260911225428"
"CVE-2026-86077","n8n","n8n",">=2.38.0,<2.38.2|<2.37.7","2.38.2","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N","20260908","20260911","N","n8n is an open source workflow automation platform. Prior to 2.37.7 and 2.38.2, the /chat WebSocket route accepted a resumeToken and resumed a paused execution without checking that the target node supported chat messages. An anonymous form submitter who received that token could reuse it on the chat route to release a Send-and-Wait, non-chat HITL, or Wait approval gate. The affected authorization logic is packages/cli/src/chat/chat-execution-manager.ts, where canResumeOverChat did not gate the resume target. This issue is fixed in versions 2.37.7 and 2.38.2.","https://github.com/n8n-io/n8n/security/advisories/GHSA-35jj-42hp-8gmq","NVD+OSV+GHSA","npm","20260911225428"
"CVE-2026-86078","n8n","n8n",">=2.38.0,<2.38.2|<2.37.7","2.38.2","MEDIUM","6.5","CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H","20260908","20260911","N","n8n is an open source workflow automation platform. Prior to 2.37.7 and 2.38.2, the Instance AI workflow summary used node names and connection keys from stored workflows as ordinary object keys. A workflow submitted through the REST API could contain __proto__ or constructor, causing nested writes to reach Object.prototype in the main n8n process and disrupt later requests. The affected function is summarizeWorkflowStructure in packages/@n8n/instance-ai/src/tools/workflows/summarize-workflow.ts. This issue is fixed in versions 2.37.7 and 2.38.2.","https://github.com/n8n-io/n8n/security/advisories/GHSA-679f-58pq-4v2c","NVD+OSV+GHSA","npm","20260911225428"
